Country Code,Country Name,Value
ARB,Arab World,257212476.086396
CSS,Caribbean small states,6199725
EAS,East Asia & Pacific (all income levels),1940025484
EAP,East Asia & Pacific (developing only),1715499570
EMU,Euro area,310691335
ECS,Europe & Central Asia (all income levels),855688766.585378
ECA,Europe & Central Asia (developing only),397205952.585378
EUU,European Union,479226388
HPC,Heavily indebted poor countries (HIPC),429807918
HIC,High income,1016577854
NOC,High income: nonOECD,70660079
OEC,High income: OECD,945917775
LCN,Latin America & Caribbean (all income levels),481536721
LAC,Latin America & Caribbean (developing only),475780008
LDC,Least developed countries: UN classification,587936471
LMY,Low & middle income,4698259776.67177
LIC,Low income,572240986
LMC,Lower middle income,1962816601.69207
MEA,Middle East & North Africa (all income levels),283432640.086396
MNA,Middle East & North Africa (developing only),251756454.086396
MIC,Middle income,4126018790.67177
NAC,North America,295693700
OED,OECD members,1111464589
OSS,Other small states,14028728
PSS,Pacific island small states,2679269
SST,Small states,22907722
SAS,South Asia,1272387149
SSF,Sub-Saharan Africa (all income levels),586073170
SSA,Sub-Saharan Africa (developing only),585630643
UMC,Upper middle income,2163202188.97971
WLD,World,5714837630.67177
AFG,Afghanistan,22475663
ALB,Albania,3141102
DZA,Algeria,28291591
ASM,American Samoa,52919
AND,Andorra,64699
AGO,Angola,12105105
ATG,Antigua and Barbuda,68642
ARG,Argentina,34855160
ARM,Armenia,3223173
ABW,Aruba,80323
AUS,Australia,18072000
AUT,Austria,7948278
AZE,Azerbaijan,7685000
BHS,"Bahamas, The",279774
BHR,Bahrain,559069
BGD,Bangladesh,117486952
BRB,Barbados,263416
BLR,Belarus,10194000
BEL,Belgium,10136811
BLZ,Belize,216500
BEN,Benin,5651141
BMU,Bermuda,61700
BTN,Bhutan,518584
BOL,Bolivia,7470925
BIH,Bosnia and Herzegovina,3332098
BWA,Botswana,1585637
BRA,Brazil,161848162
BRN,Brunei Darussalam,289614
BGR,Bulgaria,8406067
BFA,Burkina Faso,10692138
BDI,Burundi,6086751
KHM,Cambodia,11169233
CMR,Cameroon,13940337
CAN,Canada,29354000
