Country Code,Country Name,Value
ARB,Arab World,304536241.937072
CSS,Caribbean small states,6581575
EAS,East Asia & Pacific (all income levels),2097040054
EAP,East Asia & Pacific (developing only),1862617646
EMU,Euro area,320195746
ECS,Europe & Central Asia (all income levels),867901402.099771
ECA,Europe & Central Asia (developing only),398485021.099771
EUU,European Union,487997409
HPC,Heavily indebted poor countries (HIPC),530924557.733708
HIC,High income,1071077705
NOC,High income: nonOECD,79655519
OEC,High income: OECD,991422186
LCN,Latin America & Caribbean (all income levels),542100510.56834
LAC,Latin America & Caribbean (developing only),535867595.56834
LDC,Least developed countries: UN classification,714017992.733708
LMY,Low & middle income,5278420364.03276
LIC,Low income,688063162.733708
LMC,Lower middle income,2256354392.63094
MEA,Middle East & North Africa (all income levels),331569556.937072
MNA,Middle East & North Africa (developing only),292982527.937072
MIC,Middle income,4590357201.29905
NAC,North America,321846973
OED,OECD members,1177623981
OSS,Other small states,16345492.6938673
PSS,Pacific island small states,2950156
SST,Small states,25877223.6938673
SAS,South Asia,1470220549.73371
SSF,Sub-Saharan Africa (all income levels),718819022.693867
SSA,Sub-Saharan Africa (developing only),718247023.693867
UMC,Upper middle income,2334002808.66811
WLD,World,6349498069.03276
AFG,Afghanistan,28255718.7337078
ALB,Albania,3106701
DZA,Algeria,31913462
ASM,American Samoa,60774
AND,Andorra,72203
AGO,Angola,15419943
ATG,Antigua and Barbuda,81716
ARG,Argentina,38001251
ARM,Armenia,3060554
ABW,Aruba,96875
AUS,Australia,19895400
AUT,Austria,8121423
AZE,Azerbaijan,8234100
BHS,"Bahamas, The",310201
BHR,Bahrain,647164
BGD,Bangladesh,136514768
BRB,Barbados,269389
BLR,Belarus,9873968.35117472
BEL,Belgium,10376133
BLZ,Belize,273700
BEN,Benin,7164976
BMU,Bermuda,63040
BTN,Bhutan,624431
BOL,Bolivia,8815911
BIH,Bosnia and Herzegovina,3782717
BWA,Botswana,1830127
BRA,Brazil,181633074
BRN,Brunei Darussalam,348771
BGR,Bulgaria,7823557
BFA,Burkina Faso,13395599
BDI,Burundi,6838764
KHM,Cambodia,13024171
CMR,Cameroon,16783366
CAN,Canada,31676000
CPV,Cape Verde,460031
CYM,Cayman Islands,47815
