Country Code,Country Name,Value
ARB,Arab World,104169209.2
CSS,Caribbean small states,4404403.75247038
EAS,East Asia & Pacific (all income levels),1087672293.33986
EAP,East Asia & Pacific (developing only),932638034.64
EMU,Euro area,267532538
ECS,Europe & Central Asia (all income levels),691795672.351877
ECA,Europe & Central Asia (developing only),294068887.351877
EUU,European Union,415927845
HPC,Heavily indebted poor countries (HIPC),182333448
HIC,High income,773638345.299859
NOC,High income: nonOECD,33031437.2998593
OEC,High income: OECD,740606908
LCN,Latin America & Caribbean (all income levels),238516531.35247
LAC,Latin America & Caribbean (developing only),234661763.75247
LDC,Least developed countries: UN classification,261516699.44
LMY,Low & middle income,2425903184.86435
LIC,Low income,255648483
LMC,Lower middle income,946709298.9088
MEA,Middle East & North Africa (all income levels),114077316.2
MNA,Middle East & North Africa (developing only),105569473.2
MIC,Middle income,2170254701.86435
NAC,North America,208253700
OED,OECD members,821499358
OSS,Other small states,6432874.32
PSS,Pacific island small states,1476682.44
SST,Small states,12313960.5124704
SAS,South Asia,611529262
SSF,Sub-Saharan Africa (all income levels),247696754.92
SSA,Sub-Saharan Africa (developing only),247435763.92
UMC,Upper middle income,1223545402.95555
WLD,World,3199541530.16421
AFG,Afghanistan,10261254
ALB,Albania,1764593
DZA,Algeria,11420845
ASM,American Samoa,21870
AND,Andorra,16373
AGO,Angola,5242084
ATG,Antigua and Barbuda,57472
ARG,Argentina,21633126
ARM,Armenia,2070427
ABW,Aruba,56698
AUS,Australia,10950000
AUT,Austria,7175811
AZE,Azerbaijan,4302763
BHS,"Bahamas, The",127340
BHR,Bahrain,177170
BGD,Bangladesh,54474293
BRB,Barbados,233496
BLR,Belarus,8437232
BEL,Belgium,9289770
BLZ,Belize,101193.2688
BEN,Benin,2521922
BMU,Bermuda,47700
BTN,Bhutan,244653
BOL,Bolivia,3586804
BIH,Bosnia and Herzegovina,3314827
BWA,Botswana,564277
BRA,Brazil,79642214
BRN,Brunei Darussalam,91088
BGR,Bulgaria,8078145
BFA,Burkina Faso,5112252
BDI,Burundi,3098852
KHM,Cambodia,5836139
CMR,Cameroon,5775774
CAN,Canada,18964000
CPV,Cape Verde,227430
CYM,Cayman Islands,8524
CAF,Central African Republic,1585774
TCD,Chad,3150606
CHI,Channel Islands,112582
CHL,Chile,8254329
CHN,China,682335000
COL,Colombia,17495793
COM,Comoros,203916
COD,"Congo, Dem. Rep.",16612368
COG,"Congo, Rep.",1096480
CRI,Costa Rica,1481575
