Country Code,Country Name,Value
ARB,Arab World,291510926.157542
CSS,Caribbean small states,6499944.61906298
EAS,East Asia & Pacific (all income levels),2063264168
EAP,East Asia & Pacific (developing only),1830811083
EMU,Euro area,316452615
ECS,Europe & Central Asia (all income levels),863660118.968334
ECA,Europe & Central Asia (developing only),398580757.968334
EUU,European Union,484476016
HPC,Heavily indebted poor countries (HIPC),504045310.193609
HIC,High income,1056541916.12515
NOC,High income: nonOECD,77091037.1251475
OEC,High income: OECD,979450879
LCN,Latin America & Caribbean (all income levels),527758169.169
LAC,Latin America & Caribbean (developing only),521601579.043853
LDC,Least developed countries: UN classification,681178486.193609
LMY,Low & middle income,5139314555.22495
LIC,Low income,658354036.193609
LMC,Lower middle income,2183231171.59706
MEA,Middle East & North Africa (all income levels),318759417.157542
MNA,Middle East & North Africa (developing only),282557047.157542
MIC,Middle income,4480960519.03134
NAC,North America,316113315
OED,OECD members,1160929536
OSS,Other small states,15815752.8616083
PSS,Pacific island small states,2827043
SST,Small states,25142740.4806712
SAS,South Asia,1422342004.19361
SSF,Sub-Saharan Africa (all income levels),683959278.861608
SSA,Sub-Saharan Africa (developing only),683422083.861608
UMC,Upper middle income,2297729347.43428
WLD,World,6195856471.35009
AFG,Afghanistan,26697430.193609
ALB,Albania,3077378
DZA,Algeria,30982214
ASM,American Samoa,58633
AND,Andorra,66390
AGO,Angola,14388244
ATG,Antigua and Barbuda,79165
ARG,Argentina,37302116
ARM,Armenia,3065810
ABW,Aruba,92363
AUS,Australia,19413000
AUT,Austria,8042293
AZE,Azerbaijan,8111200
BHS,"Bahamas, The",301606
BHR,Bahrain,642510
BGD,Bangladesh,131944584
BRB,Barbados,268192
BLR,Belarus,9970260.05529868
BEL,Belgium,10286570
BLZ,Belize,257300
BEN,Benin,6721337
BMU,Bermuda,62460
BTN,Bhutan,588050
BOL,Bolivia,8476709
BIH,Bosnia and Herzegovina,3748370
BWA,Botswana,1784449
BRA,Brazil,176877135
BRN,Brunei Darussalam,334348
BGR,Bulgaria,8020282
BFA,Burkina Faso,12648474
BDI,Burundi,6499653
KHM,Cambodia,12653684
CMR,Cameroon,16039737
CAN,Canada,31081900
CPV,Cape Verde,445096
CYM,Cayman Islands,42501
CAF,Central African Republic,3767068
TCD,Chad,8517944
CHI,Channel Islands,145995
CHL,Chile,15604200
CHN,China,1271850000
COL,Colombia,40422597
COM,Comoros,577569
COD,"Congo, Dem. Rep.",50989424
COG,"Congo, Rep.",3213330
CRI,Costa Rica,4002946
CIV,Cote d'Ivoire,16892864
HRV,Croatia,4440000
CUB,Cuba,11140168
CUW,Curacao,128752.12514751
