Country Code,Country Name,Value
PHL,Philippines,75669587
POL,Poland,38660271
PRT,Portugal,10171949
PRI,Puerto Rico,3800081
QAT,Qatar,569870
ROU,Romania,22472040
RUS,Russian Federation,146309000
RWA,Rwanda,7582861
WSM,Samoa,175169
SMR,San Marino,26551
STP,Sao Tome and Principe,138475
SAU,Saudi Arabia,19578923
SEN,Senegal,9265135
SRB,Serbia,7540401
SYC,Seychelles,80410
SLE,Sierra Leone,4028260
SGP,Singapore,3958700
SXM,Sint Maarten (Dutch part),31084
SVK,Slovak Republic,5396020
SVN,Slovenia,1983045
SLB,Solomon Islands,397627
SOM,Somalia,7193120
ZAF,South Africa,42923484.5341401
ESP,Spain,39926268
LKA,Sri Lanka,18610110
KNA,St. Kitts and Nevis,42260
LCA,St. Lucia,153703
MAF,St. Martin (French part),29305
VCT,St. Vincent and the Grenadines,107869
SDN,Sudan,33368681
SUR,Suriname,460419
SWZ,Swaziland,1009463.96970268
SWE,Sweden,8857874
CHE,Switzerland,7143991
SYR,Syrian Arab Republic,15572833
TJK,Tajikistan,6104268
TZA,Tanzania,33197305
THA,Thailand,62408639
TLS,Timor-Leste,823386
TGO,Togo,4650754
TON,Tonga,97431
TTO,Trinidad and Tobago,1286871
TUN,Tunisia,9455900
TUR,Turkey,62692616
TKM,Turkmenistan,4449427
TCA,Turks and Caicos Islands,17573
TUV,Tuvalu,9374
UGA,Uganda,23482533
UKR,Ukraine,49673349.9915196
ARE,United Arab Emirates,2897038
GBR,United Kingdom,58682466
USA,United States,279040000
URY,Uruguay,3288819.05812235
UZB,Uzbekistan,24400000
VUT,Vanuatu,181239
VEN,"Venezuela, RB",23867000
VNM,Vietnam,76596700
VIR,Virgin Islands (U.S.),108596
PSE,West Bank and Gaza,2901469.63011021
YEM,"Yemen, Rep.",17208494
ZMB,Zambia,9945115
ZWE,Zimbabwe,12405236
