Country Code,Country Name,Value
ARB,Arab World,234810743.846606
CSS,Caribbean small states,5997448.9876587
EAS,East Asia & Pacific (all income levels),1847046749.99638
EAP,East Asia & Pacific (developing only),1628553824
EMU,Euro area,306159633
ECS,Europe & Central Asia (all income levels),845977881.738648
ECA,Europe & Central Asia (developing only),393740406.738648
EUU,European Union,474272611
HPC,Heavily indebted poor countries (HIPC),385149609.286705
HIC,High income,986732966.960105
NOC,High income: nonOECD,66200219.9963779
OEC,High income: OECD,920532746.963727
LCN,Latin America & Caribbean (all income levels),450027213.987659
LAC,Latin America & Caribbean (developing only),444478825.987659
LDC,Least developed countries: UN classification,529984346.286705
LMY,Low & middle income,4396581627.60965
LIC,Low income,518282371.286705
LMC,Lower middle income,1813966040.58525
MEA,Middle East & North Africa (all income levels),259945011.846606
MNA,Middle East & North Africa (developing only),231091051.846606
MIC,Middle income,3878299256.32295
NAC,North America,281213681.963727
OED,OECD members,1074954740.96373
OSS,Other small states,12874282.9860868
PSS,Pacific island small states,2474408
SST,Small states,21346139.9737455
SAS,South Asia,1172196333.2867
SSF,Sub-Saharan Africa (all income levels),526907721.750037
SSA,Sub-Saharan Africa (developing only),526521185.750037
UMC,Upper middle income,2064333215.7377
WLD,World,5383314594.56976
AFG,Afghanistan,19668810.2867046
ALB,Albania,3291695
DZA,Algeria,25930560
ASM,American Samoa,48402
AND,Andorra,54996
AGO,Angola,10653515
ATG,Antigua and Barbuda,62754
ARG,Argentina,33093579
ARM,Armenia,3512051
ABW,Aruba,64642
AUS,Australia,17284000
AUT,Austria,7754891
AZE,Azerbaijan,7271000
BHS,"Bahamas, The",260845
BHR,Bahrain,506685
BGD,Bangladesh,107768749
BRB,Barbados,260351
BLR,Belarus,10194000
BEL,Belgium,10004486
BLZ,Belize,194000
BEN,Benin,4934077
BMU,Bermuda,61000
BTN,Bhutan,555747
BOL,Bolivia,6813834
BIH,Bosnia and Herzegovina,4157485
BWA,Botswana,1423570
BRA,Brazil,152146887
BRN,Brunei Darussalam,259357
BGR,Bulgaria,8632367
BFA,Burkina Faso,9580035
BDI,Burundi,5724030
KHM,Cambodia,9868226
CMR,Cameroon,12529904
CAN,Canada,28171681.963727
CPV,Cape Verde,355655
CYM,Cayman Islands,27363
CAF,Central African Republic,3007347
TCD,Chad,6197766
CHI,Channel Islands,140804
CHL,Chile,13429315
CHN,China,1150780000
COL,Colombia,33849971
COM,Comoros,448576
COD,"Congo, Dem. Rep.",37856212
COG,"Congo, Rep.",2453938
