Country Code,Country Name,Value
ARB,Arab World,119466968.6
CSS,Caribbean small states,4788171.94398919
EAS,East Asia & Pacific (all income levels),1225967098.19021
EAP,East Asia & Pacific (developing only),1059309802.24
EMU,Euro area,278434336
ECS,Europe & Central Asia (all income levels),726861003.074013
ECA,Europe & Central Asia (developing only),313506864.074013
EUU,European Union,432421911
HPC,Heavily indebted poor countries (HIPC),206781345
HIC,High income,816173634.950211
NOC,High income: nonOECD,37498678.950211
OEC,High income: OECD,778674956
LCN,Latin America & Caribbean (all income levels),271759058.943989
LAC,Latin America & Caribbean (developing only),267629249.943989
LDC,Least developed countries: UN classification,297042903.04
LMY,Low & middle income,2726004641.178
LIC,Low income,291640193
LMC,Lower middle income,1060118880.5248
MEA,Middle East & North Africa (all income levels),131002926.6
MNA,Middle East & North Africa (developing only),120762238.6
MIC,Middle income,2434364448.178
NAC,North America,221503000
OED,OECD members,870821284
OSS,Other small states,7090444.72
PSS,Pacific island small states,1669716.04
SST,Small states,13548332.7039892
SAS,South Asia,684844695
SSF,Sub-Saharan Africa (all income levels),280240494.32
SSA,Sub-Saharan Africa (developing only),279951791.32
UMC,Upper middle income,1374245567.6532
WLD,World,3542178276.12821
AFG,Afghanistan,11411022
ALB,Albania,2029314
DZA,Algeria,12945462
ASM,American Samoa,25869
AND,Andorra,21931
AGO,Angola,5713156
ATG,Antigua and Barbuda,63401
ARG,Argentina,23273148
ARM,Armenia,2394635
ABW,Aruba,58388
AUS,Australia,12009000
AUT,Austria,7415403
AZE,Azerbaijan,4944928
BHS,"Bahamas, The",158644
BHR,Bahrain,199818
BGD,Bangladesh,63703327
BRB,Barbados,236974
BLR,Belarus,8874552
BEL,Belgium,9618756
BLZ,Belize,115787.2848
BEN,Benin,2741672
BMU,Bermuda,53000
BTN,Bhutan,282495
BOL,Bolivia,4021551
BIH,Bosnia and Herzegovina,3498470
BWA,Botswana,650676
BRA,Brazil,91394916
BRN,Brunei Darussalam,114068
BGR,Bulgaria,8369603
BFA,Burkina Faso,5584807
BDI,Burundi,3406650
KHM,Cambodia,6657435
CMR,Cameroon,6503500
CAN,Canada,20744000
CPV,Cape Verde,259610
CYM,Cayman Islands,9002
CAF,Central African Republic,1755258
TCD,Chad,3499681
CHI,Channel Islands,118676
CHL,Chile,9220343
CHN,China,774510000
COL,Colombia,20225830
COM,Comoros,227075
COD,"Congo, Dem. Rep.",19130171
COG,"Congo, Rep.",1259319
CRI,Costa Rica,1727922
CIV,Cote d'Ivoire,4984378
HRV,Croatia,4364000
CUB,Cuba,8401476
CYP,Cyprus,598592
CZE,Czech Republic,9876346
DNK,Denmark,4864883
DJI,Djibouti,142320
DMA,Dominica,69041
DOM,Dominican Republic,4261702
ECU,Ecuador,5628565
EGY,"Egypt, Arab Rep.",34252634
SLV,El Salvador,3538389
GNQ,Equatorial Guinea,288703
ERI,Eritrea,1752123
EST,Estonia,1334050
ETH,Ethiopia,27476546
FRO,Faeroe Islands,37707
